unique_key,case_key,source_id,pdf_sha256,route,backend_case_id,severity,fail_family,fail_flags,mute_flags,modality_flags,contradiction_flags,material_flags,source_chars,error,claim_sample
sha:00588f09819d998c6a9ab32a82a489b11db5cb3ca580cc9f5edbcc664e23081b,PDF-00588f09819d,CB-TB-039_Field,00588f09819d998c6a9ab32a82a489b11db5cb3ca580cc9f5edbcc664e23081b,OFFLINE_PAPERS_PROJECTION,,MODALITY,modality_stills_collapsed_to_generic_cctv,,,modality_stills_collapsed_to_generic_cctv,,src_charge|src_hearing|src_mg_forms|src_id_procedure|src_parties|src_cctv|src_cctv_stills|src_continuity|papers_materials_39,7779,,"HEARING_ISO | 2026-07-28T13:00:00.000Z || HEARING | 28 July 2026 at 14:00 || CHARGE | Robbery, contrary to s.8 Theft Act 1968"
sha:01834df5b278f59a8f570c93521a04763ab8c3e1a2ecf89defa053add2b5a2ac,PDF-01834df5b278,CB-TB-637_Shaw,01834df5b278f59a8f570c93521a04763ab8c3e1a2ecf89defa053add2b5a2ac,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|papers_materials_27,5409,,"HEARING_ISO | 2026-07-22T09:30:00.000Z || HEARING | 22 July 2026 at 10:30 || CHARGE | Possession of a controlled drug of Class A, namely cocaine, with intent to supply, contrary to section 5(3) of the Misuse of Drugs Act"
sha:01976b46edf351ccbf7d5e1b1d208d004f536e3ca30f53afd9fa1adfcc329a58,PDF-01976b46edf3,CB-TB-1786_Barker,01976b46edf351ccbf7d5e1b1d208d004f536e3ca30f53afd9fa1adfcc329a58,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_continuity|papers_materials_19,3773,,"HEARING_ISO | 2026-07-20T09:00:00.000Z || HEARING | 20 July 2026 10:00 || CHARGE | Being concerned in the supply of a controlled drug of Class A, contrary to section 4(3)(b) of the Misuse of Drugs Act 1971"
sha:019ab2719aca0184fc7e392e39b431434741f25a3ea916181e2c10d686266804,PDF-019ab2719aca,CB-TB-1696_Ali,019ab2719aca0184fc7e392e39b431434741f25a3ea916181e2c10d686266804,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_24,7455,,"HEARING_ISO | 2026-08-05T09:00:00.000Z || HEARING | 5 August 2026 at 10:00 || CHARGE | Offence Unlawful wounding, contrary to section 20 Offences Against the Person Act 1861"
sha:0354b8770a88000b7376e7e729f7bc4842db4d417526ed939a2fa1fd5f8698cd,PDF-0354b8770a88,NS-CPS-2026-0437 - Copy (2),0354b8770a88000b7376e7e729f7bc4842db4d417526ed939a2fa1fd5f8698cd,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_28,4767,,CHARGE | Burglary dwell + s.47 || Other party / key witness: JORDAN PATEL (DOB 02/12/1992) | unclear | Other party / key witness: JORDAN PATEL (DOB 02/12/1992) || Charge sheet extract | Below | unclear | Charge sheet extract | Below
sha:0415bf1fb4d2f1129e96524f47ba63ee35b51a992f6acfc107a2308108a15fa9,PDF-0415bf1fb4d2,CB-TB-1976_Iqbal,0415bf1fb4d2f1129e96524f47ba63ee35b51a992f6acfc107a2308108a15fa9,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_15,6054,,"HEARING_ISO | 2026-09-15T10:00:00.000Z || HEARING | 15 September 2026 11:00 || CHARGE | Assault occasioning actual bodily harm,"
sha:04731b07a1820ebc17d2652cc239347014e15c559a8d924901657e0bd658dd0a,PDF-04731b07a182,CB-TB-1730_Walsh,04731b07a1820ebc17d2652cc239347014e15c559a8d924901657e0bd658dd0a,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|papers_materials_25,4747,,"HEARING_ISO | 2026-07-02T09:30:00.000Z || HEARING | 02 July 2026 10:30 || CHARGE | Robbery, contrary to s.8 Theft Act 1968"
sha:0472bb29cb198f676342df38b2ef4218972f182e95ca696dda75563e03a081b4,PDF-0472bb29cb19,CB-TB-585_Marsh,0472bb29cb198f676342df38b2ef4218972f182e95ca696dda75563e03a081b4,OFFLINE_PAPERS_PROJECTION,,MODALITY,modality_summary_vs_recording,,mute_phone_download,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|papers_materials_39,8712,,"HEARING_ISO | 2026-08-20T09:30:00.000Z || HEARING | 20 August 2026 10:30 || CHARGE | Robbery, contrary to s.8 Theft Act 1968"
sha:05137295e5528ffb3aec67975cbdac211a4fd80908be8d1d1b16d85b4c8579fa,PDF-05137295e552,CB-TB-1140_Stone,05137295e5528ffb3aec67975cbdac211a4fd80908be8d1d1b16d85b4c8579fa,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_id_procedure|src_parties|src_dates|src_cctv|src_continuity|papers_materials_26,7464,,"HEARING_ISO | 2026-08-03T10:15:00.000Z || HEARING | 03 August 2026 at 11:15 || CHARGE | Possession of a controlled drug of Class A with intent to supply, contrary to section 5(3) of the Misuse of Drugs Act"
sha:052217e37085e8c4f388c132b6fcfebc116ff800d7cb774bbbb0b50631ff6d72,PDF-052217e37085,CB-TB-1810_Keighley,052217e37085e8c4f388c132b6fcfebc116ff800d7cb774bbbb0b50631ff6d72,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|papers_materials_30,6025,,"HEARING_ISO | 2026-07-17T08:30:00.000Z || HEARING | 17 July 2026 09:30 || CHARGE | Assault by beating of an emergency worker, contrary to section 1 of the Assaults on Emergency Workers (Offences) Act 2018"
sha:04d1d35fb3cf88fd776d246f261d2af88cfae61acda0eb7996a6a31966940b82,PDF-04d1d35fb3cf,CB-TB-381_Spencer,04d1d35fb3cf88fd776d246f261d2af88cfae61acda0eb7996a6a31966940b82,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|papers_materials_28,13385,,HEARING_ISO | 2026-08-06T09:30:00.000Z || HEARING | 06 August 2026 at 10:30 || CHARGE | Doing an act tending and intended to pervert the course of public justice
sha:05ad5d1b3793718f299a78e98e7c35c01a0ff67363892b63fedbdb6c022f8c2f,PDF-05ad5d1b3793,CB-TB-1921_Mills,05ad5d1b3793718f299a78e98e7c35c01a0ff67363892b63fedbdb6c022f8c2f,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_16,4324,,HEARING_ISO | 2026-07-28T08:30:00.000Z || HEARING | 28 July 2026 09:30 || Tab 2 Charge sheet / initial details | unclear | Tab 2 Charge sheet / initial details
sha:05673dde899c3b6255d1af8ad0d40fee10acff568ac4404c9193629cfd114b59,PDF-05673dde899c,CB-TB-2087_Doyle,05673dde899c3b6255d1af8ad0d40fee10acff568ac4404c9193629cfd114b59,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_19,5646,,"HEARING_ISO | 2026-07-19T12:00:00.000Z || HEARING | 19 July 2026 at 13:00 || CHARGE | Offence Unlawful wounding, contrary to section 20 Offences Against the Person Act 1861"
sha:067883e9ff0e766c5be6fd12d17b53b2c7aa1d23680cbad5e8bbf0faab3f3e19,PDF-067883e9ff0e,CB-TB-193_Clarke,067883e9ff0e766c5be6fd12d17b53b2c7aa1d23680cbad5e8bbf0faab3f3e19,OFFLINE_PAPERS_PROJECTION,,MODALITY,modality_summary_vs_recording,,,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_continuity|papers_materials_34,9462,,"HEARING_ISO | 2026-08-16T13:00:00.000Z || HEARING | 16 August 2026 at 14:00 || CHARGE | Assault by beating of an emergency worker, contrary to section 1 Assaults on Emergency"
sha:071a198ac0c4761d087955a3645ccb2815ce8a5d3f22638c2c382cee4dd7d26f,PDF-071a198ac0c4,CB-TB-561_Price,071a198ac0c4761d087955a3645ccb2815ce8a5d3f22638c2c382cee4dd7d26f,OFFLINE_PAPERS_PROJECTION,,MODALITY,modality_summary_vs_recording,,,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|papers_materials_23,2617,,"HEARING_ISO | 2026-08-19T09:00:00.000Z || HEARING | 19 August 2026 10:00 || CHARGE | Possession of a controlled drug of Class B, contrary to section 5(2) Misuse of Drugs Act 1971"
sha:06af7f8615e2e0ae72422e3f0ee3a4f489465f1d18548f2c49a1303872641a80,PDF-06af7f8615e2,CB-TB-583_Flint,06af7f8615e2e0ae72422e3f0ee3a4f489465f1d18548f2c49a1303872641a80,OFFLINE_PAPERS_PROJECTION,,MODALITY,modality_summary_vs_recording,,,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_32,3772,,"HEARING_ISO | 2026-06-23T09:30:00.000Z || HEARING | 23 June 2026 10:30 || CHARGE | Harassment, contrary to section 2 Protection from Harassment Act 1997"
sha:07c4b11217175ad6c4650573b33dfd90bbf99d9c8def08d2cfa77b0acae3fd08,PDF-07c4b1121717,CB-TB-1219_Okonkwo,07c4b11217175ad6c4650573b33dfd90bbf99d9c8def08d2cfa77b0acae3fd08,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv_stills|src_continuity|papers_materials_13,3633,,"HEARING_ISO | 2026-08-11T08:30:00.000Z || HEARING | 11/08/2026 09:30 || CHARGE | Driving without due care and attention, contrary to section 3 Road Traffic Act 1988"
sha:07b7ecbd569e80e6ace1a7d8a4b4253bfa5ef1fd14681d595096e0ae0290c034,PDF-07b7ecbd569e,CB-TB-554_Mitchell,07b7ecbd569e80e6ace1a7d8a4b4253bfa5ef1fd14681d595096e0ae0290c034,OFFLINE_PAPERS_PROJECTION,,MODALITY,modality_summary_vs_recording,,,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|papers_materials_31,3377,,"HEARING_ISO | 2026-06-25T10:15:00.000Z || HEARING | 25 June 2026 11:15 || CHARGE | Having an offensive weapon, contrary to s.1(1) Prevention of Crime Act 1953"
sha:075ddc3da2e2213a196687fa6c27a153d91f8675fea012504d7769756780f22b,PDF-075ddc3da2e2,CB-TB-1938_Lowry,075ddc3da2e2213a196687fa6c27a153d91f8675fea012504d7769756780f22b,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_16,4724,,"HEARING_ISO | 2026-06-17T09:00:00.000Z || HEARING | 17 June 2026 10:00 || CHARGE | Robbery, contrary to s.8 Theft Act 1968"
sha:07f6dc94507fee126ee0d190daa1b549cd90ef99b51de4dd07b53bc98bf18a45,PDF-07f6dc94507f,CB-TB-748_Morgan,07f6dc94507fee126ee0d190daa1b549cd90ef99b51de4dd07b53bc98bf18a45,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|papers_materials_40,9756,,"HEARING_ISO | 2026-08-24T08:30:00.000Z || HEARING | 24 August 2026 at 09:30 || CHARGE | Possessing criminal property, contrary to section 329 of the Proceeds of Crime Act 2002"
sha:07c6f98bf7e6906dbc5a207c7d5c99585fb69d47a33d2d2850fab386383993dd,PDF-07c6f98bf7e6,CB-TB-2166_Barlow,07c6f98bf7e6906dbc5a207c7d5c99585fb69d47a33d2d2850fab386383993dd,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_31,9671,,"HEARING_ISO | 2026-08-15T11:30:00.000Z || HEARING | 15 August 2026 at 12:30 || CHARGE | Fraud by false representation, s.2 Fraud Act 2006"
sha:093418c79890a3fa3353449240f4bd7ef0db0f1b5f6021f9bc6e1ca9a2917156,PDF-093418c79890,CB-TB-1588_Mason,093418c79890a3fa3353449240f4bd7ef0db0f1b5f6021f9bc6e1ca9a2917156,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv_stills|papers_materials_10,2833,,"HEARING_ISO | 2026-07-21T11:00:00.000Z || HEARING | 21 July 2026 at 12:00 || CHARGE | Offence Intimidating a witness, contrary to section 51 of the Criminal Justice and Public Order Act 1994"
sha:0954b317ebad4e6231289a95f600e032d987c53d3555b847b0f7ba24da717ae8,PDF-0954b317ebad,CB-TB-1982_Reed,0954b317ebad4e6231289a95f600e032d987c53d3555b847b0f7ba24da717ae8,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_22,6355,,"HEARING_ISO | 2026-09-02T13:45:00.000Z || HEARING | 02 September 2026 14:45 || CHARGE | Dangerous driving, contrary to section 2 Road Traffic Act 1988"
sha:0896af8fcb7388e8c928faf1617e96ba68baa39fef539e1ae1b116816af631f3,PDF-0896af8fcb73,CB-TB-781_Merritt,0896af8fcb7388e8c928faf1617e96ba68baa39fef539e1ae1b116816af631f3,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_export_log,,mute_export_log,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|papers_materials_40,9926,,"HEARING_ISO | 2026-07-04T09:30:00.000Z || HEARING | 04 July 2026 at 10:30 || CHARGE | Robbery, contrary to s.8 Theft Act 1968"
sha:097d4f2c5dc192094f038cd26aa92d2c514a9df692287838e3d15f7295891cea,PDF-097d4f2c5dc1,CB-TB-2198_Patel,097d4f2c5dc192094f038cd26aa92d2c514a9df692287838e3d15f7295891cea,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_29,10169,,"HEARING_ISO | 2026-07-02T11:00:00.000Z || HEARING | 2 July 2026 at 12:00 || CHARGE | Fraud by false representation, s.2 Fraud Act 2006"
sha:09ec46fa0e46de2f50ff0961b6b4648e90dbaaa270a7dbecba76bfa22bf6b3b5,PDF-09ec46fa0e46,CB-TB-898_Coleman,09ec46fa0e46de2f50ff0961b6b4648e90dbaaa270a7dbecba76bfa22bf6b3b5,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_cctv|papers_materials_15,11704,,"HEARING_ISO | 2026-07-19T09:30:00.000Z || HEARING | 19 July 2026 at 10:30 || CHARGE | Main charge Possession of cannabis, a controlled drug of Class B, contrary to section 5(2) of the"
sha:0a876ec31f4662c3aca97c256e793ce4d65706b6052c7aad8df237cc9ee84f4a,PDF-0a876ec31f46,CB-TB-1802_Byrne,0a876ec31f4662c3aca97c256e793ce4d65706b6052c7aad8df237cc9ee84f4a,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|papers_materials_32,5768,,"HEARING_ISO | 2026-06-23T10:00:00.000Z || HEARING | 23 June 2026 11:00 || CHARGE | Theft, contrary to s.1 Theft Act 1968"
sha:0a6e9116a533388b5d3e8dc88cda29298eccfb863bba3915ba95f42bdc50f688,PDF-0a6e9116a533,CB-TB-1962_Shaw,0a6e9116a533388b5d3e8dc88cda29298eccfb863bba3915ba95f42bdc50f688,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_40,13386,,"HEARING_ISO | 2026-07-28T09:30:00.000Z || HEARING | 28 July 2026 10:30 || CHARGE | Robbery, contrary to s.8 Theft Act 1968"
sha:0a91f2c503af6fae423e26a87b814036dae003b92eb8f862564fee45fbde8abd,PDF-0a91f2c503af,CB-TB-953_Farrell,0a91f2c503af6fae423e26a87b814036dae003b92eb8f862564fee45fbde8abd,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_mg_forms|src_parties|src_cctv|papers_materials_37,10257,,"HEARING_ISO | 2026-07-14T11:30:00.000Z || HEARING | 14/07/2026 12:30 || CHARGE | Failing to stop after a road accident and failing to report an accident, contrary to section 170 of the Road Traffic Act 1988"
sha:0b7d966f9f312d6e1d5569a1b031f0596981f5d7beaefa5ecd125611e81189df,PDF-0b7d966f9f31,CB-TB-1284_Ross,0b7d966f9f312d6e1d5569a1b031f0596981f5d7beaefa5ecd125611e81189df,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_25,5996,,"HEARING_ISO | 2026-07-12T08:30:00.000Z || HEARING | 12/07/2026 09:30 || CHARGE | Controlling or coercive behaviour, contrary to section 76 Serious Crime Act 2015"
sha:0b861b57f50877d8d9b0b7df9b070265a53c8b94328b57b40ea0dee0f1a2d601,PDF-0b861b57f508,CB-TB-862_Mason,0b861b57f50877d8d9b0b7df9b070265a53c8b94328b57b40ea0dee0f1a2d601,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master|mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_dates|papers_materials_11,3499,,"HEARING_ISO | 2026-06-17T09:00:00.000Z || HEARING | 17 June 2026 at 10:00 || CHARGE | Main charge Possession of cannabis, a controlled drug of Class B, contrary to section 5(2) of the"
sha:0b98e9555f3f5db6a121f64a98c3e5b25369cb88a197a613d08a23585fcd002a,PDF-0b98e9555f3f,CB-TB-1983_Rahman,0b98e9555f3f5db6a121f64a98c3e5b25369cb88a197a613d08a23585fcd002a,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_15,3435,,"HEARING_ISO | 2026-09-25T09:45:00.000Z || HEARING | 25 September 2026 10:45 || CHARGE | Possession of a controlled drug of Class B, contrary to section 5(2)"
sha:0b9dada43da977ec730121db4f1dddea6450e51b6598619894e4784af41ae01e,PDF-0b9dada43da9,CB-TB-1227_Wright,0b9dada43da977ec730121db4f1dddea6450e51b6598619894e4784af41ae01e,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|papers_materials_15,3568,,"HEARING_ISO | 2026-06-21T09:00:00.000Z || HEARING | 21/06/2026 10:00 || CHARGE | Using threatening, abusive or insulting words or behaviour, contrary to section 4 Public Order Act 1986"
sha:0c60785c9ffa45c4f55a034c40612318122494cbb52ea8d30ba5b07808b02064,PDF-0c60785c9ffa,CB-TB-1880_Hughes,0c60785c9ffa45c4f55a034c40612318122494cbb52ea8d30ba5b07808b02064,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|papers_materials_25,3930,,"HEARING_ISO | 2026-07-02T09:30:00.000Z || HEARING | 02 July 2026 10:30 || CHARGE | Threatening behaviour, contrary to section 4 of the Public Order Act 1986"
sha:0cecb8a4128755e4b9fb151be6c07f5e8e116c76fd8eb538e879aee922dc7a61,PDF-0cecb8a41287,CB-TB-371_Byrne,0cecb8a4128755e4b9fb151be6c07f5e8e116c76fd8eb538e879aee922dc7a61,OFFLINE_PAPERS_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|papers_materials_27,10630,,"HEARING_ISO | 2026-07-07T09:15:00.000Z || HEARING | 07 July 2026 at 10:15 || CHARGE | Being concerned in the supply of a Class A controlled drug, contrary to section 4(3)(b) of the Misuse of Drugs Act 1971"
