unique_key,case_key,source_id,pdf_sha256,route,backend_case_id,severity,fail_family,fail_flags,mute_flags,modality_flags,contradiction_flags,material_flags,source_chars,error,claim_sample
sha:004cfad261dc755e4182392bdb4351dc6a58aecd2f11ae740bef1a16172c307f,PDF-004cfad261dc,CB-TB-2046_Patel,004cfad261dc755e4182392bdb4351dc6a58aecd2f11ae740bef1a16172c307f,OFFLINE_COURT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|court_claims_25,6968,,SAFE_COURT | The file indicates no CCTV is available — confirm in writing that none exists; absence may shift weight onto witness account quality and consistency. || SAFE_POSITION | Identification and participation remain provisional pendin
sha:008d412a81804612c83cd2b305215f3ddd7059868a9a4b6839c7e3de788c46a2,PDF-008d412a8180,CB-TB-858_Coleman,008d412a81804612c83cd2b305215f3ddd7059868a9a4b6839c7e3de788c46a2,OFFLINE_COURT_PROJECTION,,MUTE,mute_export_log,,mute_export_log,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_continuity|court_claims_33,4936,,"SAFE_COURT | The defence asks the court to record outstanding CCTV, ID procedure and witness source material. || SAFE_POSITION | Identification and participation remain provisional pending served CCTV, ID and witness source material. || HEA"
sha:00b9d41b0f661c28a39bf963d225cfb4b16afb817a4521dd43db11d65b004df5,PDF-00b9d41b0f66,CB-TB-771_Harper,00b9d41b0f661c28a39bf963d225cfb4b16afb817a4521dd43db11d65b004df5,OFFLINE_COURT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|court_claims_24,6224,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 18 August 2026 a
sha:00e742b9946fbc96623ed5437029a27c84e1c9c52bff668fc2ab23bea011dfd4,PDF-00e742b9946f,CB-TB-1011_Reynolds,00e742b9946fbc96623ed5437029a27c84e1c9c52bff668fc2ab23bea011dfd4,OFFLINE_COURT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|court_claims_33,5680,,"SAFE_COURT | The defence asks the court to record outstanding device, calibration and procedure records. || SAFE_POSITION | Driver identity, procedure and device evidence remain provisional pending served source records. || HEARING | 18 Jun"
sha:01834df5b278f59a8f570c93521a04763ab8c3e1a2ecf89defa053add2b5a2ac,PDF-01834df5b278,CB-TB-637_Shaw,01834df5b278f59a8f570c93521a04763ab8c3e1a2ecf89defa053add2b5a2ac,OFFLINE_COURT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|court_claims_25,5409,,"SAFE_COURT | The defence asks the court to record outstanding continuity, lab and search/phone material. || SAFE_POSITION | Possession, knowledge, intent and continuity remain provisional pending served drug/source material. || HEARING | 22"
sha:0287b9bbeb5cb9af14e5c18f9f83e0f24605c8792234dec4bfaf41ab384f34d3,PDF-0287b9bbeb5c,CB-TB-2074_Barlow,0287b9bbeb5cb9af14e5c18f9f83e0f24605c8792234dec4bfaf41ab384f34d3,OFFLINE_COURT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|court_claims_21,3137,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 19 August 2026 a
sha:029afcffb6cdd84841da1dbf184b77bc35c2cddd80881a53ceb8af817f2f6f82,PDF-029afcffb6cd,CB-TB-614_Patel,029afcffb6cdd84841da1dbf184b77bc35c2cddd80881a53ceb8af817f2f6f82,OFFLINE_COURT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|court_claims_28,5221,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 28 July 2026 at 
sha:01f929961cef9e21085a810fa9b24f2cfbe166577847b94c0e1ef59f7098145b,PDF-01f929961cef,CB-TB-604_Thornton,01f929961cef9e21085a810fa9b24f2cfbe166577847b94c0e1ef59f7098145b,OFFLINE_COURT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|court_claims_28,7549,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 28 June 2026 at 
sha:029daa994ce57eccf01ee55770a01881dfc7bc1200c29cd47190df149f2b6ce2,PDF-029daa994ce5,CB-TB-1204_Ross,029daa994ce57eccf01ee55770a01881dfc7bc1200c29cd47190df149f2b6ce2,OFFLINE_COURT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_id_procedure|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|court_claims_28,5715,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 27/06/2026 14:00
sha:019ab2719aca0184fc7e392e39b431434741f25a3ea916181e2c10d686266804,PDF-019ab2719aca,CB-TB-1696_Ali,019ab2719aca0184fc7e392e39b431434741f25a3ea916181e2c10d686266804,OFFLINE_COURT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|court_claims_29,7455,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 5 August 2026 at
sha:0354b8770a88000b7376e7e729f7bc4842db4d417526ed939a2fa1fd5f8698cd,PDF-0354b8770a88,NS-CPS-2026-0437 - Copy (2),0354b8770a88000b7376e7e729f7bc4842db4d417526ed939a2fa1fd5f8698cd,OFFLINE_COURT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|court_claims_31,4767,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || DEADLINE | Hearing date no
sha:0394a7db748c12ffa4c9327c78ee7519c19bac7cb57c90617e25f22abfad7f2b,PDF-0394a7db748c,CB-TB-672_Morris,0394a7db748c12ffa4c9327c78ee7519c19bac7cb57c90617e25f22abfad7f2b,OFFLINE_COURT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|court_claims_24,7184,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 21 August 2026 a
sha:0415bf1fb4d2f1129e96524f47ba63ee35b51a992f6acfc107a2308108a15fa9,PDF-0415bf1fb4d2,CB-TB-1976_Iqbal,0415bf1fb4d2f1129e96524f47ba63ee35b51a992f6acfc107a2308108a15fa9,OFFLINE_COURT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master|mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|court_claims_36,6054,,SAFE_COURT | The defence asks the court to record that full custody and interview records remain outstanding. || SAFE_POSITION | Custody/PACE safeguards cannot be finally assessed until the full custody and interview material is served. || 
sha:04547fccfb184d5827d9cec8182c50ab6dde79ebfb4f7b267abea1b40b09e954,PDF-04547fccfb18,CB-TB-710_Wright,04547fccfb184d5827d9cec8182c50ab6dde79ebfb4f7b267abea1b40b09e954,OFFLINE_COURT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|court_claims_24,6492,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 16 July 2026 at 
sha:04731b07a1820ebc17d2652cc239347014e15c559a8d924901657e0bd658dd0a,PDF-04731b07a182,CB-TB-1730_Walsh,04731b07a1820ebc17d2652cc239347014e15c559a8d924901657e0bd658dd0a,OFFLINE_COURT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|court_claims_33,4747,,"SAFE_COURT | Position remains provisional on the current papers — listed material families are not safely confirmed in the bundle yet. || SAFE_POSITION | Identification and participation remain provisional pending served CCTV, ID and witnes"
sha:0472bb29cb198f676342df38b2ef4218972f182e95ca696dda75563e03a081b4,PDF-0472bb29cb19,CB-TB-585_Marsh,0472bb29cb198f676342df38b2ef4218972f182e95ca696dda75563e03a081b4,OFFLINE_COURT_PROJECTION,,MODALITY,modality_summary_vs_recording,,mute_phone_download,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|court_claims_33,8712,,"SAFE_COURT | Position remains provisional on the current papers — listed material families are not safely confirmed in the bundle yet. || SAFE_POSITION | Identification and participation remain provisional pending served CCTV, ID and witnes"
sha:044f2ca433992992412cda3f8457f3e53cf72a5b9ea0a6ba40efd25a2a6bfb46,PDF-044f2ca43399,CB-TB-939_Archer,044f2ca433992992412cda3f8457f3e53cf72a5b9ea0a6ba40efd25a2a6bfb46,OFFLINE_COURT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|court_claims_21,9323,,"SAFE_COURT | The defence asks the court to record outstanding medical, video and sequence material. || SAFE_POSITION | Sequence, injury and causation remain provisional pending served witness, medical and video/source material. || HEARING |"
sha:04d1d35fb3cf88fd776d246f261d2af88cfae61acda0eb7996a6a31966940b82,PDF-04d1d35fb3cf,CB-TB-381_Spencer,04d1d35fb3cf88fd776d246f261d2af88cfae61acda0eb7996a6a31966940b82,OFFLINE_COURT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|court_claims_24,13385,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 06 August 2026 a
sha:04cb41c24342a4531dffd325eb05142f0bd8847612391886a57e71a5aea8b021,PDF-04cb41c24342,CB-TB-924_Doyle,04cb41c24342a4531dffd325eb05142f0bd8847612391886a57e71a5aea8b021,OFFLINE_COURT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|court_claims_20,8635,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 31/07/2026 13:15
sha:05ad5d1b3793718f299a78e98e7c35c01a0ff67363892b63fedbdb6c022f8c2f,PDF-05ad5d1b3793,CB-TB-1921_Mills,05ad5d1b3793718f299a78e98e7c35c01a0ff67363892b63fedbdb6c022f8c2f,OFFLINE_COURT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|court_claims_28,4324,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 28 July 2026 09:
sha:052fad02543832eaba157ad83f4a44b726b2edbf548e377918f9ec6611c94dd1,PDF-052fad025438,CB-TB-246_Ash,052fad02543832eaba157ad83f4a44b726b2edbf548e377918f9ec6611c94dd1,OFFLINE_COURT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|court_claims_28,5848,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 21 August 2026 a
sha:05673dde899c3b6255d1af8ad0d40fee10acff568ac4404c9193629cfd114b59,PDF-05673dde899c,CB-TB-2087_Doyle,05673dde899c3b6255d1af8ad0d40fee10acff568ac4404c9193629cfd114b59,OFFLINE_COURT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|court_claims_29,5646,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 19 July 2026 at 
sha:05bbd2e351fc9447c1d2274fe0542cf69c852e00db82eafda1347d9843b47ac4,PDF-05bbd2e351fc,CB-TB-1231_Carver,05bbd2e351fc9447c1d2274fe0542cf69c852e00db82eafda1347d9843b47ac4,OFFLINE_COURT_PROJECTION,,DATE_ROLE,date_role_hearing_reused_as_deadline_language,,,,date_role_hearing_reused_as_deadline_language,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|court_claims_40,4108,,SAFE_COURT | The defence asks the court to record outstanding message/account source material and complainant statement gaps. || SAFE_POSITION | The defence position remains provisional pending served message/account material and instructio
sha:05c21fb1b4904de16d8ccd58633208bb73108647f8114e22761efe97bafb6aba,PDF-05c21fb1b490,CB-TB-1072_Webb,05c21fb1b4904de16d8ccd58633208bb73108647f8114e22761efe97bafb6aba,OFFLINE_COURT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|court_claims_33,5201,,"SAFE_COURT | The defence asks the court to record outstanding device, calibration and procedure records. || SAFE_POSITION | Driver identity, procedure and device evidence remain provisional pending served source records. || HEARING | 10 Jul"
sha:071a198ac0c4761d087955a3645ccb2815ce8a5d3f22638c2c382cee4dd7d26f,PDF-071a198ac0c4,CB-TB-561_Price,071a198ac0c4761d087955a3645ccb2815ce8a5d3f22638c2c382cee4dd7d26f,OFFLINE_COURT_PROJECTION,,MODALITY,modality_summary_vs_recording,,,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|court_claims_33,2617,,"SAFE_COURT | The defence asks the court to record outstanding continuity, lab and search/phone material. || SAFE_POSITION | Possession, knowledge, intent and continuity remain provisional pending served drug/source material. || HEARING | 19"
sha:06af7f8615e2e0ae72422e3f0ee3a4f489465f1d18548f2c49a1303872641a80,PDF-06af7f8615e2,CB-TB-583_Flint,06af7f8615e2e0ae72422e3f0ee3a4f489465f1d18548f2c49a1303872641a80,OFFLINE_COURT_PROJECTION,,MODALITY,modality_summary_vs_recording,,,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|court_claims_37,3772,,SAFE_COURT | The defence asks the court to record outstanding message/account source material and complainant statement gaps. || SAFE_POSITION | The defence position remains provisional pending served message/account material and instructio
sha:075ddc3da2e2213a196687fa6c27a153d91f8675fea012504d7769756780f22b,PDF-075ddc3da2e2,CB-TB-1938_Lowry,075ddc3da2e2213a196687fa6c27a153d91f8675fea012504d7769756780f22b,OFFLINE_COURT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|court_claims_38,4724,,"SAFE_COURT | The defence asks the court to record outstanding CCTV, ID procedure and witness source material. || SAFE_POSITION | Identification and participation remain provisional pending served CCTV, ID and witness source material. || HEA"
sha:074ae9c44ac079b7484d787fea592d60b6152f09168d9de711c6179efa0c83e0,PDF-074ae9c44ac0,CB-TB-1683_Rees,074ae9c44ac079b7484d787fea592d60b6152f09168d9de711c6179efa0c83e0,OFFLINE_COURT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|court_claims_25,4365,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 27 June 2026 at 
sha:07b7ecbd569e80e6ace1a7d8a4b4253bfa5ef1fd14681d595096e0ae0290c034,PDF-07b7ecbd569e,CB-TB-554_Mitchell,07b7ecbd569e80e6ace1a7d8a4b4253bfa5ef1fd14681d595096e0ae0290c034,OFFLINE_COURT_PROJECTION,,MODALITY,modality_summary_vs_recording,,,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|court_claims_33,3377,,SAFE_COURT | The defence asks the court to record that source material must be clarified and timetabled. || SAFE_POSITION | The defence cannot safely fix a final position until the served source material is clarified. || HEARING | 25 June 2
sha:07f6dc94507fee126ee0d190daa1b549cd90ef99b51de4dd07b53bc98bf18a45,PDF-07f6dc94507f,CB-TB-748_Morgan,07f6dc94507fee126ee0d190daa1b549cd90ef99b51de4dd07b53bc98bf18a45,OFFLINE_COURT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|court_claims_24,9756,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 24 August 2026 a
sha:07c6f98bf7e6906dbc5a207c7d5c99585fb69d47a33d2d2850fab386383993dd,PDF-07c6f98bf7e6,CB-TB-2166_Barlow,07c6f98bf7e6906dbc5a207c7d5c99585fb69d47a33d2d2850fab386383993dd,OFFLINE_COURT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|court_claims_21,9671,,"SAFE_COURT | The defence asks the court to record outstanding bank/device source and loss material. || SAFE_POSITION | Account control, dishonesty and loss remain provisional pending served bank/device source material. || HEARING | 15 Augus"
sha:0896af8fcb7388e8c928faf1617e96ba68baa39fef539e1ae1b116816af631f3,PDF-0896af8fcb73,CB-TB-781_Merritt,0896af8fcb7388e8c928faf1617e96ba68baa39fef539e1ae1b116816af631f3,OFFLINE_COURT_PROJECTION,,MUTE,mute_export_log,,mute_export_log|mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|court_claims_25,9926,,"SAFE_COURT | The defence asks the court to record outstanding CCTV, ID procedure and witness source material. || SAFE_POSITION | Identification and participation remain provisional pending served CCTV, ID and witness source material. || HEA"
sha:09112312e1957759fad03615e7d1e01b947870bc08a422c17f7c64f94bc6f9fd,PDF-09112312e195,CB-TB-1664_Sutton,09112312e1957759fad03615e7d1e01b947870bc08a422c17f7c64f94bc6f9fd,OFFLINE_COURT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|court_claims_21,2650,,SAFE_COURT | The defence asks the court to record that full BWV and continuity material should be served. || SAFE_POSITION | Sequence and force remain provisional pending served BWV and officer source material. || HEARING | 10 July 2026 at 
sha:093418c79890a3fa3353449240f4bd7ef0db0f1b5f6021f9bc6e1ca9a2917156,PDF-093418c79890,CB-TB-1588_Mason,093418c79890a3fa3353449240f4bd7ef0db0f1b5f6021f9bc6e1ca9a2917156,OFFLINE_COURT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv_stills|court_claims_24,2833,,SAFE_COURT | The defence asks the court to record that full custody and interview records remain outstanding. || SAFE_POSITION | Custody/PACE safeguards cannot be finally assessed until the full custody and interview material is served. || 
sha:0954b317ebad4e6231289a95f600e032d987c53d3555b847b0f7ba24da717ae8,PDF-0954b317ebad,CB-TB-1982_Reed,0954b317ebad4e6231289a95f600e032d987c53d3555b847b0f7ba24da717ae8,OFFLINE_COURT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|court_claims_34,6355,,"SAFE_COURT | The defence asks the court to record outstanding device, calibration and procedure records. || SAFE_POSITION | Driver identity, procedure and device evidence remain provisional pending served source records. || HEARING | 02 Sep"
