unique_key,case_key,source_id,pdf_sha256,route,backend_case_id,severity,fail_family,fail_flags,mute_flags,modality_flags,contradiction_flags,material_flags,source_chars,error,claim_sample
sha:002f3fc9174aaac7d9f23ee0e8befdbb700c2867f8c5563612c645837fbea4d2,PDF-002f3fc9174a,CB-TB-1074_Marsh,002f3fc9174aaac7d9f23ee0e8befdbb700c2867f8c5563612c645837fbea4d2,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download|mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_18,6934,,"CLIENT_SAFE | We are reviewing the papers in your case (Assault by beating of an emergency worker, contrary to section 1 Assaults on Emergency Workers (Offences)). This is early-stage — nothing is final until we have full disclosure and you"
sha:004cfad261dc755e4182392bdb4351dc6a58aecd2f11ae740bef1a16172c307f,PDF-004cfad261dc,CB-TB-2046_Patel,004cfad261dc755e4182392bdb4351dc6a58aecd2f11ae740bef1a16172c307f,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_17,6968,,"CLIENT_SAFE | We are reviewing the papers in your case (Robbery, contrary to s.8 Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, "
sha:008d412a81804612c83cd2b305215f3ddd7059868a9a4b6839c7e3de788c46a2,PDF-008d412a8180,CB-TB-858_Coleman,008d412a81804612c83cd2b305215f3ddd7059868a9a4b6839c7e3de788c46a2,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_export_log,,mute_export_log,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_continuity|client_claims_19,4936,,"CLIENT_SAFE | We are reviewing the papers in your case (Robbery, contrary to s.8 Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, "
sha:00b9d41b0f661c28a39bf963d225cfb4b16afb817a4521dd43db11d65b004df5,PDF-00b9d41b0f66,CB-TB-771_Harper,00b9d41b0f661c28a39bf963d225cfb4b16afb817a4521dd43db11d65b004df5,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|client_claims_16,6224,,"CLIENT_SAFE | We are reviewing the papers in your case (Affray, contrary to section 3 of the Public Order Act 1986). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstand"
sha:00e742b9946fbc96623ed5437029a27c84e1c9c52bff668fc2ab23bea011dfd4,PDF-00e742b9946f,CB-TB-1011_Reynolds,00e742b9946fbc96623ed5437029a27c84e1c9c52bff668fc2ab23bea011dfd4,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|client_claims_18,5680,,"CLIENT_SAFE | We are reviewing the papers in your case (Dangerous driving, contrary to section 2 Road Traffic Act 1988). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outs"
sha:01834df5b278f59a8f570c93521a04763ab8c3e1a2ecf89defa053add2b5a2ac,PDF-01834df5b278,CB-TB-637_Shaw,01834df5b278f59a8f570c93521a04763ab8c3e1a2ecf89defa053add2b5a2ac,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master|mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|client_claims_16,5409,,"CLIENT_SAFE | We are reviewing the papers in your case (Possession of a controlled drug of Class A, namely cocaine, with intent to supply, contrary to section 5(3) of the Misuse of Drugs Act). This is early-stage — nothing is final until we"
sha:01976b46edf351ccbf7d5e1b1d208d004f536e3ca30f53afd9fa1adfcc329a58,PDF-01976b46edf3,CB-TB-1786_Barker,01976b46edf351ccbf7d5e1b1d208d004f536e3ca30f53afd9fa1adfcc329a58,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_continuity|client_claims_20,3773,,"CLIENT_SAFE | We are reviewing the papers in your case (Being concerned in the supply of a controlled drug of Class A, contrary to section 4(3)(b) of the Misuse of Drugs Act 1971). This is early-stage — nothing is final until we have full d"
sha:019ab2719aca0184fc7e392e39b431434741f25a3ea916181e2c10d686266804,PDF-019ab2719aca,CB-TB-1696_Ali,019ab2719aca0184fc7e392e39b431434741f25a3ea916181e2c10d686266804,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_18,7455,,"CLIENT_SAFE | We are reviewing the papers in your case (Offence Unlawful wounding, contrary to section 20 Offences Against the Person Act 1861). This is early-stage — nothing is final until we have full disclosure and your instructions. Som"
sha:0287b9bbeb5cb9af14e5c18f9f83e0f24605c8792234dec4bfaf41ab384f34d3,PDF-0287b9bbeb5c,CB-TB-2074_Barlow,0287b9bbeb5cb9af14e5c18f9f83e0f24605c8792234dec4bfaf41ab384f34d3,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_17,3137,,"CLIENT_SAFE | We are reviewing the papers in your case (Offence Concealing, disguising, converting or transferring criminal property, contrary to section 327 Proceeds of Crime Act 2002). This is early-stage — nothing is final until we have "
sha:029afcffb6cdd84841da1dbf184b77bc35c2cddd80881a53ceb8af817f2f6f82,PDF-029afcffb6cd,CB-TB-614_Patel,029afcffb6cdd84841da1dbf184b77bc35c2cddd80881a53ceb8af817f2f6f82,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|client_claims_17,5221,,"CLIENT_SAFE | We are reviewing the papers in your case (Unlawful wounding, contrary to section 20 of the Offences Against the Person Act 1861). This is early-stage — nothing is final until we have full disclosure and your instructions. Some"
sha:01f929961cef9e21085a810fa9b24f2cfbe166577847b94c0e1ef59f7098145b,PDF-01f929961cef,CB-TB-604_Thornton,01f929961cef9e21085a810fa9b24f2cfbe166577847b94c0e1ef59f7098145b,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|client_claims_17,7549,,"CLIENT_SAFE | We are reviewing the papers in your case (Wounding with intent to cause grievous bodily harm, s.18 OAPA 1861). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still "
sha:029daa994ce57eccf01ee55770a01881dfc7bc1200c29cd47190df149f2b6ce2,PDF-029daa994ce5,CB-TB-1204_Ross,029daa994ce57eccf01ee55770a01881dfc7bc1200c29cd47190df149f2b6ce2,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_id_procedure|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|client_claims_16,5715,,"CLIENT_SAFE | We are reviewing the papers in your case (Burglary dwelling, contrary to section 9 Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding"
sha:0354b8770a88000b7376e7e729f7bc4842db4d417526ed939a2fa1fd5f8698cd,PDF-0354b8770a88,NS-CPS-2026-0437 - Copy (2),0354b8770a88000b7376e7e729f7bc4842db4d417526ed939a2fa1fd5f8698cd,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_18,4767,,"CLIENT_SAFE | We are reviewing the papers in your case (Burglary dwell + s.47). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, and we will update"
sha:0394a7db748c12ffa4c9327c78ee7519c19bac7cb57c90617e25f22abfad7f2b,PDF-0394a7db748c,CB-TB-672_Morris,0394a7db748c12ffa4c9327c78ee7519c19bac7cb57c90617e25f22abfad7f2b,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|client_claims_16,7184,,"CLIENT_SAFE | We are reviewing the papers in your case (Assault by beating of an emergency worker, contrary to section 1 of the Assaults on Emergency Workers (Offences) Act 2018). This is early-stage — nothing is final until we have full di"
sha:0415bf1fb4d2f1129e96524f47ba63ee35b51a992f6acfc107a2308108a15fa9,PDF-0415bf1fb4d2,CB-TB-1976_Iqbal,0415bf1fb4d2f1129e96524f47ba63ee35b51a992f6acfc107a2308108a15fa9,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master|mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_18,6054,,"CLIENT_SAFE | We are reviewing the papers in your case (Assault occasioning actual bodily harm,). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, "
sha:04547fccfb184d5827d9cec8182c50ab6dde79ebfb4f7b267abea1b40b09e954,PDF-04547fccfb18,CB-TB-710_Wright,04547fccfb184d5827d9cec8182c50ab6dde79ebfb4f7b267abea1b40b09e954,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|client_claims_16,6492,,"CLIENT_SAFE | We are reviewing the papers in your case (Wounding with intent to cause grievous bodily harm, s.18 OAPA 1861). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still "
sha:04731b07a1820ebc17d2652cc239347014e15c559a8d924901657e0bd658dd0a,PDF-04731b07a182,CB-TB-1730_Walsh,04731b07a1820ebc17d2652cc239347014e15c559a8d924901657e0bd658dd0a,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|client_claims_19,4747,,"CLIENT_SAFE | We are reviewing the papers in your case (Robbery, contrary to s.8 Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, "
sha:0472bb29cb198f676342df38b2ef4218972f182e95ca696dda75563e03a081b4,PDF-0472bb29cb19,CB-TB-585_Marsh,0472bb29cb198f676342df38b2ef4218972f182e95ca696dda75563e03a081b4,OFFLINE_CLIENT_PROJECTION,,MODALITY,modality_summary_vs_recording,,mute_phone_download,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|client_claims_19,8712,,"CLIENT_SAFE | We are reviewing the papers in your case (Robbery, contrary to s.8 Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, "
sha:044f2ca433992992412cda3f8457f3e53cf72a5b9ea0a6ba40efd25a2a6bfb46,PDF-044f2ca43399,CB-TB-939_Archer,044f2ca433992992412cda3f8457f3e53cf72a5b9ea0a6ba40efd25a2a6bfb46,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|client_claims_16,9323,,"CLIENT_SAFE | We are reviewing the papers in your case (1Unlawful wounding, contrary to section 20 of). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the pa"
sha:04cb41c24342a4531dffd325eb05142f0bd8847612391886a57e71a5aea8b021,PDF-04cb41c24342,CB-TB-924_Doyle,04cb41c24342a4531dffd325eb05142f0bd8847612391886a57e71a5aea8b021,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|client_claims_15,8635,,"CLIENT_SAFE | We are reviewing the papers in your case (Using threatening, abusive or insulting words or behaviour with intent to cause fear or provoke violence, contrary to section 4 of the Pu…). This is early-stage — nothing is final unti"
sha:052fad02543832eaba157ad83f4a44b726b2edbf548e377918f9ec6611c94dd1,PDF-052fad025438,CB-TB-246_Ash,052fad02543832eaba157ad83f4a44b726b2edbf548e377918f9ec6611c94dd1,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|client_claims_17,5848,,"CLIENT_SAFE | We are reviewing the papers in your case (Threats to kill, contrary to section 16 of the Offences Against the Person Act 1861). This is early-stage — nothing is final until we have full disclosure and your instructions. Some e"
sha:04d1d35fb3cf88fd776d246f261d2af88cfae61acda0eb7996a6a31966940b82,PDF-04d1d35fb3cf,CB-TB-381_Spencer,04d1d35fb3cf88fd776d246f261d2af88cfae61acda0eb7996a6a31966940b82,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|client_claims_16,13385,,CLIENT_SAFE | We are reviewing the papers in your case (Doing an act tending and intended to pervert the course of public justice). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is
sha:05ad5d1b3793718f299a78e98e7c35c01a0ff67363892b63fedbdb6c022f8c2f,PDF-05ad5d1b3793,CB-TB-1921_Mills,05ad5d1b3793718f299a78e98e7c35c01a0ff67363892b63fedbdb6c022f8c2f,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_15,4324,,"CLIENT_SAFE | We are reviewing the papers in your case (CB-TB-1921_Mills.pdf). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, and we will update "
sha:05673dde899c3b6255d1af8ad0d40fee10acff568ac4404c9193629cfd114b59,PDF-05673dde899c,CB-TB-2087_Doyle,05673dde899c3b6255d1af8ad0d40fee10acff568ac4404c9193629cfd114b59,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_18,5646,,"CLIENT_SAFE | We are reviewing the papers in your case (Offence Unlawful wounding, contrary to section 20 Offences Against the Person Act 1861). This is early-stage — nothing is final until we have full disclosure and your instructions. Som"
sha:05c21fb1b4904de16d8ccd58633208bb73108647f8114e22761efe97bafb6aba,PDF-05c21fb1b490,CB-TB-1072_Webb,05c21fb1b4904de16d8ccd58633208bb73108647f8114e22761efe97bafb6aba,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|client_claims_18,5201,,"CLIENT_SAFE | We are reviewing the papers in your case (Driving with excess alcohol, contrary to section 5 Road Traffic Act 1988). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is "
sha:06af7f8615e2e0ae72422e3f0ee3a4f489465f1d18548f2c49a1303872641a80,PDF-06af7f8615e2,CB-TB-583_Flint,06af7f8615e2e0ae72422e3f0ee3a4f489465f1d18548f2c49a1303872641a80,OFFLINE_CLIENT_PROJECTION,,MODALITY,modality_summary_vs_recording,,,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_20,3772,,"CLIENT_SAFE | We are reviewing the papers in your case (Harassment, contrary to section 2 Protection from Harassment Act 1997). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is sti"
sha:071a198ac0c4761d087955a3645ccb2815ce8a5d3f22638c2c382cee4dd7d26f,PDF-071a198ac0c4,CB-TB-561_Price,071a198ac0c4761d087955a3645ccb2815ce8a5d3f22638c2c382cee4dd7d26f,OFFLINE_CLIENT_PROJECTION,,MODALITY,modality_summary_vs_recording,,,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|client_claims_19,2617,,"CLIENT_SAFE | We are reviewing the papers in your case (Possession of a controlled drug of Class B, contrary to section 5(2) Misuse of Drugs Act 1971). This is early-stage — nothing is final until we have full disclosure and your instructio"
sha:074ae9c44ac079b7484d787fea592d60b6152f09168d9de711c6179efa0c83e0,PDF-074ae9c44ac0,CB-TB-1683_Rees,074ae9c44ac079b7484d787fea592d60b6152f09168d9de711c6179efa0c83e0,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|client_claims_17,4365,,"CLIENT_SAFE | We are reviewing the papers in your case (Assault occasioning actual bodily harm, s.47 OAPA 1861). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding "
sha:07b7ecbd569e80e6ace1a7d8a4b4253bfa5ef1fd14681d595096e0ae0290c034,PDF-07b7ecbd569e,CB-TB-554_Mitchell,07b7ecbd569e80e6ace1a7d8a4b4253bfa5ef1fd14681d595096e0ae0290c034,OFFLINE_CLIENT_PROJECTION,,MODALITY,modality_summary_vs_recording,,,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|client_claims_19,3377,,"CLIENT_SAFE | We are reviewing the papers in your case (Having an offensive weapon, contrary to s.1(1) Prevention of Crime Act 1953). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence "
sha:075ddc3da2e2213a196687fa6c27a153d91f8675fea012504d7769756780f22b,PDF-075ddc3da2e2,CB-TB-1938_Lowry,075ddc3da2e2213a196687fa6c27a153d91f8675fea012504d7769756780f22b,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_20,4724,,"CLIENT_SAFE | We are reviewing the papers in your case (Robbery, contrary to s.8 Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. More than one complainant is mentioned, but the se"
sha:078e306895e4c93f667a9d75af7ca2b1601cf64898422d228a5c06ab77cf1a19,PDF-078e306895e4,CB-TB-009_Clarke,078e306895e4c93f667a9d75af7ca2b1601cf64898422d228a5c06ab77cf1a19,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_cctv_stills|src_continuity|client_claims_19,11821,,"CLIENT_SAFE | We are reviewing the papers in your case (Wounding with intent to cause grievous bodily harm, s.18 OAPA 1861). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still "
sha:07f6dc94507fee126ee0d190daa1b549cd90ef99b51de4dd07b53bc98bf18a45,PDF-07f6dc94507f,CB-TB-748_Morgan,07f6dc94507fee126ee0d190daa1b549cd90ef99b51de4dd07b53bc98bf18a45,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|client_claims_15,9756,,"CLIENT_SAFE | We are reviewing the papers in your case (Possessing criminal property, contrary to section 329 of the Proceeds of Crime Act 2002). This is early-stage — nothing is final until we have full disclosure and your instructions. So"
sha:0896af8fcb7388e8c928faf1617e96ba68baa39fef539e1ae1b116816af631f3,PDF-0896af8fcb73,CB-TB-781_Merritt,0896af8fcb7388e8c928faf1617e96ba68baa39fef539e1ae1b116816af631f3,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_export_log,,mute_export_log|mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|client_claims_17,9926,,"CLIENT_SAFE | We are reviewing the papers in your case (Robbery, contrary to s.8 Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, "
sha:09112312e1957759fad03615e7d1e01b947870bc08a422c17f7c64f94bc6f9fd,PDF-09112312e195,CB-TB-1664_Sutton,09112312e1957759fad03615e7d1e01b947870bc08a422c17f7c64f94bc6f9fd,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|client_claims_16,2650,,"CLIENT_SAFE | We are reviewing the papers in your case (Assault occasioning actual bodily harm, s.47 OAPA 1861). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding "
